,author,title,description,url,urlToImage,publishedAt,content,full_text,source_name
31,Andrew Liszewski,Apple Music’s new transfer tool simplifies switching from other streaming services,"To potentially make it easier for users of streaming services like Spotify to switch, Apple Music has introduced a new built-in tool for importing libraries and playlists. A support page added to Apple’s website this week includes details on how to use the fe…",https://www.theverge.com/news/668369/apple-music-transfer-tool-library-playlists,https://platform.theverge.com/wp-content/uploads/sites/2/chorus/uploads/chorus_asset/file/23925978/acastro_STK046_02.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2025-05-16T13:34:21Z,"You can transfer songs, albums, and playlists from other services, but its only available in Australia and New Zealand.
You can transfer songs, albums, and playlists from other services, but its onl… [+2003 chars]","To potentially make it easier for users of streaming services like Spotify to switch, Apple Music has introduced a new built-in tool for importing libraries and playlists. A support page added to Apple’s website this week includes details on how to use the feature, as spotted by MacRumors, but it also points out that it’s currently only available in Australia and New Zealand, with no details on when it might be available in more countries.The transfer can be started from in the iPhone, iPad, and Android versions of the Apple Music mobile app, but also using the streaming service’s web interface. “You can transfer your songs, albums, and playlists from other music services to Apple Music, but what you can transfer varies by service,” according to Apple’s support page. For example, you can only transfer playlists you created. “Playlists created by the music service won’t transfer.”The feature is available in the Apps > Music section of iOS’ and iPadOS’ Settings app, or through the settings directly inside the Apple Music app on Android. Tapping ‘Transfer Music from Other Music Services’ brings up a list of supported third party services, which will then require you to provide your login details before you’re given options of what you want transferred.If an exact match for a song can’t automatically be found in the Apple Music catalog, you’ll be warned that “Some Music Needs Review” and will be prompted to select alternate versions to add to your library. You have just 30 days from when you started the transfer to review unmatched songs, and, according to Apple’s support page, you won’t be able to start a new transfer until the previous review is completed.Apple partnered with the creators of SongShift for the new feature, but it’s still available as a standalone app since it also allows for library and playlist transfers between other streaming services including Spotify, Deezer, LastFM, Tidal, YouTube, and Pandora – not just to Apple Music.",The Verge
32,Lauren Feiner,Eddy Cue is fighting to save Apple’s $20 billion paycheck from Google,"Microsoft's Bing or DuckDuckGo probably won't disrupt Google's dominance in search, said Apple senior vice president of services Eddy Cue - but AI services easily could. Cue was returning to a courtroom in Washington, DC where he last testified in the Justice…",https://www.theverge.com/policy/662974/google-search-remedies-trial-eddy-cue-apple-deal-ai,https://platform.theverge.com/wp-content/uploads/sites/2/2025/03/236780_Google_AntiTrust_Trial_Custom_Art_CVirginia__0000_4.png?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2025-05-07T21:40:34Z,"AI will disrupt Googles search monopoly even without a breakup, the Apple exec says.
AI will disrupt Googles search monopoly even without a breakup, the Apple exec says.
Microsofts Bing or DuckDuck… [+5172 chars]","Microsoft’s Bing or DuckDuckGo probably won’t disrupt Google’s dominance in search, said Apple senior vice president of services Eddy Cue — but AI services easily could.Cue was returning to a courtroom in Washington, DC where he last testified in the Justice Department’s trial against Google’s search monopoly in September 2023. During the current remedies trial on Wednesday, Cue said that in the time since, well-funded generative AI upstarts have made such significant advancements that they could ultimately disrupt that monopoly — perhaps more effectively than the court could. Cue was also, however, there to defend a significant source of Apple’s revenue: the payments Google offers for default search engine placement on Apple’s Safari browser.After the 2023 trial, Judge Amit Mehta found that Google illegally monopolized the online search market, in part through agreements like the Safari deal. For the last two and a half weeks, Google and the DOJ have pitched Mehta on what he should (or shouldn’t) do to fix the problem. The DOJ says Google should be forced to share valuable search data with competitors and spin off its Chrome browser, while Google (which plans to appeal the earlier ruling) wants only restrictions on the deals Mehta deemed unfairly exclusionary. And rather than barring its Apple deal altogether, it would make Google give Apple more flexibility to sign additional default search agreements across its various devices or in private browsing mode. Cue argued Wednesday that rapid AI advancements mean the antitrust threat Mehta identified is shrinking. For the first time in 22 years, Cue said, Apple saw search volume decline in its Safari browser last month — a side effect of users seeking more information from AI chatbots. The DOJ, unsurprisingly, disagrees. It’s not uncommon for technological development to outpace the slow trudge of the court system, but the government says that pace isn’t fast enough to fix a persistent market issue.Apple has a lot of skin in the game here — the DOJ previously revealed it rakes in $20 billion in payments from Google annually. Google’s proposed remedies could reduce it, but they would also open up Apple’s options and preserve much of its revenue flow. The DOJ’s, meanwhile, could wipe out that cash flow altogether. Cue seemed bewildered that Apple could get the short end of the stick for a punishment supposedly inflicted on Google. The idea that the court could decide Google did something wrong and then let it save money at Apple’s expense, he said, “just seems crazy to me.”Google could even keep its prime Safari placement without a deal in the short term, Cue said. “We don’t really have a choice today,” he testified. Even if Apple could cut a new default deal with another company, Google is still the best service available for customers, so they’d probably seek it out — and Apple wouldn’t get a cut. Cue said he’s “lost a lot of sleep” over the prospect of losing the Google deal, and warned it would impact Apple’s ability to make new products. Cue also told Mehta he “can’t say I disagree” with his analysis that Apple was disincentivized from building its own search engine because of its deal with Google. But, he added, “we can’t do everything,” and since Google is really good at what it does, Apple prefers to focus on areas where it can offer unique value. There’s “much greater potential because there are new entrants that are attacking the problem in a different way”AI could eventually change all of this, Cue testified. Apple is already exploring adding AI search options, though it recognizes they can’t yet replace traditional search engines. “To date, they’re just not good enough,” he said.Cue said “good enough” could come sooner than he anticipated. He said there’s “much greater potential because there are new entrants that are attacking the problem in a different way.” Large language model (LLM) AI companies haven’t built a robust enough search index to substitute for Google yet, he said, but combining an LLM with search could let them use a smaller index effectively soon. Even though he is backing Google’s fight to keep its search deals, he seemed to acknowledge that the DOJ’s proposal to syndicate Google’s search index could get AI rivals up to speed even faster. Cue cautioned the judge that tech is not like other industries, and giants often fall even without court intervention. “When I got to Silicon Valley, all of the best companies, or the most successful companies, either don’t exist today or are significantly smaller and less impactful,” Cue said, pointing to companies like HP, Sun Microsystems, and Intel. In the technology field, being an incumbent might not offer the same benefits it does in other markets. “We’re not an oil company, we’re not toothpaste. These are things that are going to last forever,” he said. “You may not need an iPhone 10 years from now.” After nearly four decades at Apple, Cue now sees AI as “a huge technological shift.”Putting himself in the judge’s shoes, Cue told Mehta, “we’re lucky, because honestly, if AI had not come about, I don’t know what you could do.” That’s because, he explained, “until there are truly competitive products, people will keep using the best one.”",The Verge
33,Raymond Wong,Nobody’s Asking for Unnecessarily Skinny iPhones or Samsung Galaxy Phones,There are so many other ways Apple and Samsung could make phones better instead of just making them thinner.,https://gizmodo.com/nobodys-asking-for-unnecessarily-skinny-iphones-or-samsung-galaxy-phones-2000596535,https://gizmodo.com/app/uploads/2025/04/iphone17air.jpg,2025-04-30T19:23:53Z,Smartphones were bound to get boring. Eighteen years after the introduction of the original iPhonethe glass touchscreen that truly changed everythingtheres very little with new phones that will get p… [+5676 chars],"Smartphones were bound to get boring. Eighteen years after the introduction of the original iPhoneâthe glass touchscreen that truly changed everythingâthereâs very little with new phones that will get people camping out just to be the first to get The Next Big Thing. Foldable phones have tried to rekindle some of that old excitement, but theyâre still too expensive. So phone makers are trying something new: super skinny phones. Both Samsung and Apple will be launching extremely thin phones by the end of this year. Samsung already announced its Galaxy S25 Edge, and Apple, the copious leaks plastered all over the internet strongly suggest, will release what everybodyâs calling the âiPhone 17 Airâ alongside its stable of regular and pro-tier iPhone 17s. Numerous leaked images of dummy units reveal the S25 Edge and iPhone 17 Air to be barely thicker than the USB-C port. Prolific phone leaker Evan Blass shared last week that the S25 Edge measures only 5.8mm thick and weighs 165 grams. Several well-known Apple leakers, including Bloombergâs Mark Gurman, TF International Securities analyst Ming-Chi Kuo, and YouTubers such as Unbox Therapy, all corroborate that the iPhone 17 Air will clock in somewhere around 5.5mm to 6mm thick. YouTuber Sam Kohl, who runs the Apple Track channel, has an extensive video showing off a dummy model for the iPhone 17 Air and how it compares to the rest of Apple’s family of iPhone 17 devices slated for launch in September.

   Had phones stayed skinny like they were way back with the iPhone 6 released in 2014, and had bendgate never happened, nobody would be making such a hoopla over thin phones. But thatâs not what happened. As phones got bigger screens, cameras upgraded from single lenses to dual or triple ones, and apps (especially 3D mobile games) needed more powerful chips, there was only one way to make them last a whole day, and that was shoving a bigger battery inside. The downside to longer-lasting but physically bigger batteries is that phones ballooned in thickness to fit them. Phone makers gave the people exactly what they voted for with their walletsâphone addiction be damnedâand now theyâre trying to sell lesser phones just for the sake of slimness. Is anybody really asking for a phone that could snap in half like a candy bar if you grip it too hard or slip it into a pair of tight jeans? Even a guy like me who hates how impossible it is to one-hand my iPhone 16 Pro and would greatly appreciate a thinner and lighter iPhone is wondering whether the tradeoffs will be worth it. A thinner phone means a smaller battery. You also get fewer rear cameras, as evidenced by the S25 Edge and leaked iPhone 17 Airâs single lenses. Technology has come a long way since bendgate over a decade ago. Chipsets are more efficient and less power-hungry, so you donât need massive batteries for phone basics like doomscrolling on TikTok, email, and web browsing. And you can now get a lot out of a single camera lensâlike multiple focal lengths that simulate different zoom levels by cropping inâif the sensor has lots of megapixels. But I worry that the mass and weight loss may not be worth these compromises. At the end of the day, both Samsung and Appleâs skinny phones will still have big honking screens roughly measuring 6.6 inches, and they wonât fit in any pair of reasonable pants pockets. Sorry, dude who only owns one pair of jeans and has the outline of their phone permanently imprinted into the front pocket!

 VIDEO The initial media and influencer buzz will treat these phones like they’re the Second Coming of Jesus, but after the frenzy subsides, will anybody care? Will the sales numbers bear out any demand for super-thin phones? We wonât know until hindsight, but if rumored prices end up being correct, they might be a tough sell. Bloombergâs Mark Gurman believes Apple could sell the iPhone 17 Air starting at $900, which would only be $100 more than the iPhone 17 and $100 less than the iPhone 17 Pro. Thatâs also only if Apple sticks to the pricing for the iPhone 16 and 16 Pro and doesnât increase prices because of tariffs. Other rumors have suggested Apple could sell the iPhone 17 Air for more than the smaller iPhone 17 Pro. Meanwhile, Samsungâs S25 Edge could be very pricey, too. A leak reportedly from Samsung itself suggests the skinny device could start at around $1,200. How willing will people be to pay up just to show off they have the thinnest Samsung Galaxy or iPhone 17? In this economy and with tariffs threatening consumerism as we know it? Good luck, guys. Also, slap a case on the thin iPhone, and you’re back to having a regular-thick iPhone with none of the better features. I think Iâve made my point. But letâs say that both these skinny phones are recession-proof and theyâre a hit. I still think that phone makers should prioritize more meaningful features instead of simply pushing out outrageously thinner ones. How about Apple shipping the awesome anti-glare displaysâthe same ones that Samsungâs been using in its Galaxy Ultra phonesâthat greatly cut down on reflections outdoors? Apple was supposedly going to give the iPhone 17 Pro screens this tech but scrapped it for some reason. Or how about cameras that actually blow away the ones from Chinese brands like Oppo and Xiaomi? (Americans have no idea how much better the cameras are on phones like the Oppo Find X8 Ultra and Xiaomi 15 Ultra.) Or how about ridiculously fast wired charging that can take your phone from 0% to 100% in 10 minutes? There are just so many ways that phones from Apple and Samsung have been leapfrogged by other brands, especially ones that donât sell their devices outside of China or Asia, that the last thing anybody needs is a Really Thin Phone.",Gizmodo.com
34,Cheryl Eddy,"Murderbot Is a Funny, Violent Exploration of What It Means to Be Human",Martha Wells’ much-loved sci-fi book series gets a top-notch adaptation starring Alexander Skarsgård on Apple TV+.,https://gizmodo.com/murderbot-review-alexander-skarsgard-apple-tv-2000595407,https://gizmodo.com/app/uploads/2025/04/Murderbot_topart.jpg,2025-05-12T13:00:37Z,"On a distant planet in a future where space travel through wormholes is routineand corny soap operas are considered “premium entertainment”surveyors make a discovery that would surely be deadly, if n… [+5287 chars]","On a distant planet in a future where space travel through wormholes is routineâand corny soap operas are considered “premium entertainment”âsurveyors make a discovery that would surely be deadly, if not for the Security Unit theyâve reluctantly brought with them. Thatâs Murderbot, Apple TV+âs latest sci-fi venture, which layers that premise with many nuances, delights, shocks, and multidimensional characters, including the robot. Especially the robot. Alexander SkarsgÃ¥rd, who also executive produces, stars as the sentient construct made partially of metal, partially of cloned organic materials. The humans on the survey team are initially unaware it’s secretly named itself “Murderbot,” so they call it “SecUnit.” They’re also initially unaware that SecUnit is curious enough to have hacked its own “governor module,” the part of its programming that makes it have to obey all human commands, and is therefore completely rogue. However, Murderbot still takes direction, albeit while grumbling in sarcastic voice-overs about how very weird humans are. It would much rather spend its time binging the thousands of hours of media it’s downloadedâthe viewer is treated to frequent glimpses of its favorite show, the hilariously lurid Star Trek riff The Rise and Fall of Sanctuary Moonâthan doing its actual job. But it has realized, much to its surprise, that these particular humans are actually… not terrible.

 As Murderbot shows us in a way that gently pokes fun (but is never mean-spirited), hippies find a way to persist even in an era where much of existence is beholden to the cold, greedy laws of “the Company.” Somehow, they’re a beacon of feel-good vibes in a system that gets by on cynicism and cruelty. Though the group hails from Preservation Alliance, a rare independent planet, they still must comply with the all-powerful corporation that won’t permit their survey mission unless they rent the required equipment. Since they’re on a budget, they go for the most cost-efficient choices, including a recently refurbished older-model SecUnit. To Murderbot’s surprise, these “idiots” consider it to be a person, an actual member of the team. That belief is further justified once they see its rather human-looking face, and realize there’s something resembling a personality lurking beneath all that awkwardness and disdain. As SecUnit gets to know them, and steps up to protect them again and again, Murderbot finds a way into exploring larger questions about the differences between humans and machines, and the idea that self-awareness can have quite the learning curve no matter what material you’re made from. Â© Apple TV+ Murderbot‘s casting is impeccable, so all praise to creators, writers, directors, and executive producers Chris Weitz and Paul Weitz and their team for assembling this group; along with SkarsgÃ¥rd, it’s headed up by Noma Dumezweni as even-tempered (but prone to panic attacks) team leader Dr. Mensah and David Dastmalchian as augmented human Dr. Gurathin, who’s distrustful of Murderbot from the start. The rest of the crew includes Sabrina Wu, Akshay Khanna, Tattiawna Jones, and Tamara Podemski, whose characters have palpably close relationships even before the mission begins.

 Murderbot is based on Martha Wells’ Hugo- and Nebula-winning Murderbot Diaries book series, but it specifically hews to the plot of All Systems Red, the 2017 novella that introduced Murderbot to the world. The adaptation is quite faithful though there are some understandable changes. The show obviously leans on voice-over to let the audience in on Murderbot’s ongoing internal dialogue (his disgusted reactions help propel the series’ wry sense of humor). A few characters are missing. And a few plot points are altered in ways that make the show’s central mystery more visually dynamic. Oh yeah, that’s right: Murderbot is also a mystery. Very soon after they arrive, the team realizes all is not what it seems on that distant planet. The pieces come together in a suspenseful yet fast-paced wayâmost episodes hover around 25 minutes and end on cliffhangersâas Murderbot and the humans become determined to outwit a murky yet obviously powerful threat.

 No plot spoilers here, but it’s entirely worth pointing out that while the sci-fi thrills are a lot of fun, Murderbot‘s true pleasures come from its characters. Dumezweni is wonderful as the kind-hearted boss who treats everyone like family, but can and will step up to kick ass when needed; Dastmalchian has his best role since Late Night With the Devil, this time as a man who’s overcome hell to find a safe place on Mensah’s team, and isn’t about to let a heavily armed and probably untrustworthy robot jeopardize that. Â© Apple TV+ Best of all, though, is SkarsgÃ¥rd. He makes Murderbot both physically imposing and completely nerdy, balancing thoughtful internal monologues with deadpan reactions and swift, violent action. Murderbot’s Sanctuary Moon addiction may be a source of comedy, but the show and the performer also tap into it very cleverly, showing how absorbing trashy TV has actually taught it a great deal of emotional maturityânot to mention providing crack solutions to real-world problems.

 Murderbot‘s first two episodes arrive May 16 on Apple TV+, followed by a weekly rollout.  Want more io9 news? Check out when to expect the latest Marvel, Star Wars, and Star Trek releases, whatâs next for the DC Universe on film and TV, and everything you need to know about the future of Doctor Who.",Gizmodo.com
35,Brittany Vincent,"Amazon Is Clearing Out the Apple Watch SE (2nd Gen) at Black Friday Prices, Perfect for a Mother’s Day Tech Gift",What time is it? Time to join the smartwatch gang with an Apple Watch SE for under $200.,https://gizmodo.com/amazon-is-clearing-out-the-apple-watch-se-2nd-gen-at-black-friday-prices-perfect-for-a-mothers-day-tech-gift-2000599312,https://gizmodo.com/app/uploads/2025/05/awatchse-1.jpg,2025-05-08T14:55:08Z,"If youve been waiting for the right time to upgrade your smartwatch, or maybe get one for the first time, it’s always a good time to wait for a deal. They’re always going on sale, and you shouldn’t h… [+2056 chars]","If youâve been waiting for the right time to upgrade your smartwatch, or maybe get one for the first time, it’s always a good time to wait for a deal. They’re always going on sale, and you shouldn’t have to spend full price for one since so many start being much more affordable after a period of time. And this Amazon deal might be the one that can help you make up your mind.
Right now, you can head to Amazon to get the Apple Watch SE (2nd Gen) for just $169, down from its usual price of $249. That’s $80 off and a discount of 32%. This discount applies to the Starlight Aluminum Case model with Starlight Sport Band.
See at Amazon

Your go-to premium smartwatch at a low price
This may not be the newest, latest and greatest Apple Watch, but it does everything you could possible need it to. It tracks your health, keeps you connected, and adds little conveniences that, once you get used to them, are hard to live without. Whether youâre trying to be more active, want to manage notifications without checking your phone constantly, or just want a device that can help keep you safe in an emergency, this watch is a keeper.
And just because it’s older, that doesn’t mean it’s a slouch in any way. Apps launch quicker, navigation feels smoother, and Siri now works on-device, so itâs snappier and more private when you compare it to the older Apple Watch SE model. One of the newest features is the double-tap gesture, which lets you control the watch without even touching the screen, too. You’ll love that if you happen to use your hands a lot.
See at Amazon



The always-on Retina display is brighter than before, too. And you still get all the health features Apple is known for. That includes heart rate tracking, sleep monitoring, crash detection, and more.. Itâs also swim-proof and built for wearing every day, so you can take it just about anywhere.
This premium smartwatch is an absolute steal at just $169. For less than $200, you get this supreme multitasker that’s better than the previous model in every way. It can tell time, use apps, help you track your fitness journey, health, and other aspects of your day with you having to do much of anything at all. So be sure to get yours while it’s still in stock. You’ll want to keep it with you at all times, we imagine.
See at Amazon",Gizmodo.com
36,Wes Davis,Sketchy rumors hint at an iPhone desktop mode,"Alongside all the rumors lately about a big visual redesign for iOS and a more Mac-like iPadOS experience, there’s one interesting one that’s been bubbling up: the iPhone could get a desktop mode of sorts.  Majin Bu, who has a mixed history with leaks, wrote …",https://www.theverge.com/news/659175/iphone-desktop-mode-sketchy-rumors,https://platform.theverge.com/wp-content/uploads/sites/2/2025/03/STK071_APPLE_M.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2025-04-30T21:16:00Z,"Apple has tested a version of Stage Manager on iPhones that works with external displays at least in simulations.
Apple has tested a version of Stage Manager on iPhones that works with external disp… [+1632 chars]","Alongside all the rumors lately about a big visual redesign for iOS and a more Mac-like iPadOS experience, there’s one interesting one that’s been bubbling up: the iPhone could get a desktop mode of sorts. Majin Bu, who has a mixed history with leaks, wrote last week that unnamed sources had said iPhones with USB-C will offer “a Stage Manager like interface” when connected to an external display. It wouldn’t be quite a full desktop experience, but would “allow users to extend their screen space, great for presentations, editing, or enhanced viewing.” They added that there “may be some limitations possibly in resolution or the number of apps displayed at once.” Given Bu’s history, it’s hard to put too much stock in that all on its own.Then again, in a new episode of the 9to5Mac’s video series iOS Decoded, Jeff Benjamin says that he’s seen Stage Manager working with an iPhone and, tantalizingly, it had “full-on external display support.” In an article accompanying the video, he writes that 9to5Mac has been able to test the feature using the iOS Xcode Simulator. He doesn’t think it’s likely Apple will roll that out to iPhones in the real world, but it’s notable that Apple has been interested enough in the idea to test it out.Apple wouldn’t be the first to try this — there were attempts that predated even Samsung’s DeX — but it’s an intriguing idea all the same. iPhones already have limited external display support, using cables or wirelessly through AirPlay, but that support is generally limited to either screen mirroring or on a per-app basis — like casting a YouTube video to an AirPlay-enabled TV.",The Verge
37,Dominic Preston,Meta and Spotify are teaming up to lobby against Apple and Google,"Meta has joined forces with Spotify, Garmin, Match, and others to form a lobby group to represent their interests, especially as they come into conflict with those of Apple and Google. The group’s first order of business is arguing that age verification shoul…",https://www.theverge.com/news/659443/meta-spotify-match-garmin-lobby-group-apple-google-age-verification,https://platform.theverge.com/wp-content/uploads/sites/2/2025/03/STK461_INTERNET_CHILD_SAFETY_E_Stock_CVirginia.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2025-05-01T13:31:01Z,"The Coalition for a Competitive Mobile Experience argues age verification should be the app stores problem to solve.
The Coalition for a Competitive Mobile Experience argues age verification should … [+1888 chars]","Meta has joined forces with Spotify, Garmin, Match, and others to form a lobby group to represent their interests, especially as they come into conflict with those of Apple and Google. The group’s first order of business is arguing that age verification should be the responsibility of app stores, and not the apps themselves.Bloomberg reports that the Coalition for a Competitive Mobile Experience will fight for app makers’ interests on a range of fronts, including ensuring that Apple and Google products work well with rivals’ devices and software, fighting what’s perceived as discrimination from the App Store and Play Store, and aiding the Justice Department in its ongoing antitrust cases against Apple and Google.“What these founding companies share in common is they rely on the mobile ecosystem in order to serve their customers,” Brandon Kressin, the director of the coalition, told Bloomberg. “They each recognize there’s power in numbers, especially when going up against companies as powerful as the duopoly.”Right now, the group’s priority is joining Meta’s ongoing efforts to persuade lawmakers that app stores should bear the responsibility for controlling which apps children can download, saving the apps themselves from the brunt of age verification. Google, for its part, says Meta is trying to “offload” its responsibility to keep kids safe. Utah has already passed a law requiring app stores to verify user ages, and the new coalition intends to support similar bills in other states, and efforts to introduce equivalents in the House and Senate.The new coalition announced itself just hours before Apple suffered a major defeat in its ongoing litigation against Epic. The judge ruled that Apple is no longer allowed to collect fees on purchases made outside apps or restrict how developers can direct users to other payment options.",The Verge
38,Chris Welch,Apple says tariffs will cost it at least $900 million this quarter,"During Wednesday’s earnings call, Apple CEO Tim Cook went into the most detail yet on how the company is responding to the far-reaching US tariffs imposed by President Trump — and the potential impacts on its business. “Assuming the current global tariff rate…",https://www.theverge.com/news/659866/apple-trump-tariffs-cost-tim-cook,https://platform.theverge.com/wp-content/uploads/sites/2/2025/05/gettyimages-2173356502.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2025-05-01T22:01:07Z,"CEO Tim Cook reiterated that the vast majority of Apples products arent subject to global reciprocal tariffs at least for the time being.
CEO Tim Cook reiterated that the vast majority of Apples pro… [+2789 chars]","For the June quarter, we do expect the majority of iPhones sold in the US will have India as their country of origin, and Vietnam to be the country of origin for almost all iPad, Mac, Apple Watch, and AirPods products also sold in the US. China would continue to be the country or original for the vast majority of total product sales outside the US.If you look at the categories of tariffs that are applicable of us today, for the June quarter, most of our tariff exposure relates to the February IEEPA-related tariff at the rate of 20 percent, which applies to imports to the US for products that have China as their country of original. In addition, for China, there was an additional 125 percent tariff for imports of certain categories of products announced in April. For us, that’s some of our US AppleCare and accessories business, and brings the total rate in China for these products to at least 145 percent.Also, for transparency and clarity, the vast majority of our products including iPhone, Mac, iPad, Apple Watch, and Vision Pro are currently not subject to the global reciprocal tariffs that were announced in April, as the Commerce Department has initiated a Section 232 investigation into imports of semiconductors, semiconductor manufacturing equipment, and downstream products that contain semiconductors. For the June quarter, as I talked about in my opening comments, we estimate the impact — assuming that the current global tariff rates, policies, and applications don’t change for the balance of the quarter — to be $900 million to our costs. I wouldn’t want to predict the mix of production in the future, but I wanted to give you clarity for the June quarter.",The Verge
39,Umar Shakir,Apple ‘iPhone Air’ rumor suggests a bigger screen coming in 2027,"Apple’s rumored super-slim iPhone “Air” isn’t expected until this fall, but supply chain analyst Ming-Chi Kuo says development has already begun on a redesigned version with a bigger screen. According to Kuo, Apple’s second iPhone Air / iPhone “Slim” model is…",https://www.theverge.com/news/661009/apple-iphone-air-2-slim-2027,https://platform.theverge.com/wp-content/uploads/sites/2/2025/04/STK071_APPLE_H.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2025-05-05T14:01:37Z,"Apple’s rumored super-slim iPhone “Air” isn’t expected until this fall, but supply chain analyst Ming-Chi Kuo says development has already begun on a redesigned version with a bigger screen.

Accordi… [+875 chars]","Apple’s rumored super-slim iPhone “Air” isn’t expected until this fall, but supply chain analyst Ming-Chi Kuo says development has already begun on a redesigned version with a bigger screen.According to Kuo, Apple’s second iPhone Air / iPhone “Slim” model is planned for launch in the fall of 2026 as part of the usual annual refresh, but with the same overall size and design before the third iteration expands things the following year. Bloomberg reported in March that the 2025 iPhone Air was originally supposed to come with a 6.9-inch screen, but Apple reduced its size to 6.6 inches to avoid another bendgate scenario.Kuo’s list also indicates Apple is already working on its second foldable device for release in 2027.The rumor aligns with a report from The Information over the weekend saying Apple may begin to stagger releasing new iPhones. That would see high-end versions of the iPhone 18 – including the Pro, Air, and a rumored foldable iPhone – introduced in the fall, before the cheaper standard model and budget “e” version launch in the spring of 2027.",The Verge
40,Wes Davis,PayPal launches iPhone NFC payments in Germany after EU forced Apple to open up,"German iPhone users are starting to report that they’re now able to use PayPal’s tap-to-pay feature at in-store payment terminals, according to German tech site iPhone Ticker. The new capability, which PayPal announced earlier this month, is a result of the E…",https://www.theverge.com/news/666009/paypal-tap-to-pay-nfc-iphone-eu-dma,https://platform.theverge.com/wp-content/uploads/sites/2/2025/05/PayPal.jpeg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2025-05-13T17:05:18Z,"User reports suggest the feature has started to roll out.
User reports suggest the feature has started to roll out.
German iPhone users are starting to report that theyre now able to use PayPals ta… [+1105 chars]","German iPhone users are starting to report that they’re now able to use PayPal’s tap-to-pay feature at in-store payment terminals, according to German tech site iPhone Ticker. The new capability, which PayPal announced earlier this month, is a result of the EU forcing Apple to open iPhone NFC chips up for third-party contactless payments under the Digital Markets Act. PayPal’s contactless wallet works with terminals that support Mastercard payments and is iPhone-only for now, so it won’t work on an Apple Watch, iPhone Ticker reports (via a machine translation). In December, a Norwegian payment app called Vipps became the first to take advantage of Apple’s changing ecosystem, nearly a year after Apple first announced it was opening up its NFC hardware to third-party wallet apps for EU users last year. Apple hasn’t only opened iPhone tap-to-pay to the EU. It announced in August that it would let developers offer in-app NFC-based payments in the US and other regions, too. The company also allows businesses to use iPhone NFC readers to accept contactless payments in third-party apps, which is a capability PayPal started offering in Venmo and PayPal Zettle in March last year.",The Verge
41,Wes Davis,AirPlay security flaws could help hackers spread malware on your network,"Cybersecurity firm Oligo has detailed a set of vulnerabilities its researchers found in Apple’s AirPlay protocol and software development kit that could serve as a point of entry to infect other devices on your network, Wired reports. Oligo’s researchers refe…",https://www.theverge.com/news/657873/apple-airplay-carplay-vulnerabilities-bugs-security-risk,https://platform.theverge.com/wp-content/uploads/sites/2/2025/03/STK071_APPLE_M.jpg?quality=90&strip=all&crop=0%2C10.732984293194%2C100%2C78.534031413613&w=1200,2025-04-29T17:32:29Z,"Security researchers say the bugs could let hackers compromise your home network or your CarPlay system.
Security researchers say the bugs could let hackers compromise your home network or your CarP… [+2371 chars]","Cybersecurity firm Oligo has detailed a set of vulnerabilities its researchers found in Apple’s AirPlay protocol and software development kit that could serve as a point of entry to infect other devices on your network, Wired reports.Oligo’s researchers refer to the vulnerabilities and attacks they enable as “AirBorne.” According to Oligo, two of the bugs it found are “wormable” and could let attackers take over an AirPlay device and spread malware throughout “any local network the infected device connects to.” That said, they would need to already be on the same network as the device to carry out the attack.Other possible outcomes of an attack include hackers remotely executing code on your devices (also called an RCE attack), accessing local files and sensitive information, and carrying out denial-of-service attacks, Oligo says. It adds that an attacker could also show images on something like a smart speaker’s display — as demonstrated with an AirPlay-enabled Bose speaker in the video below — or tap into the speaker’s microphone to listen to nearby conversations.Apple has already patched the bugs, but there are still risks via non-Apple-made AirPlay devices. And while there’s a relatively low chance of a hacker being on your home network, Wired points out that AirBorne attacks could also happen if you connect to a public network with an device that uses AirPlay — like a MacBook or an iPhone — that isn’t updated with the latest Apple software.The risks extend to CarPlay devices, too. Oligo found that attackers “could execute an RCE attack” via CarPlay under certain conditions, like connecting to a car’s Wi-Fi hotspot that’s still using a “default, predictable or known wifi hotspot password.” Once they’re in, hackers could do things like show images on the car’s infotainment system or track the car’s location, according to Oligo.As Oligo points out, there are tens of millions of third-party AirPlay devices, including things like standalone speakers, home theater systems, TVs. The firm also notes that CarPlay “is widely-used and available in over 800 vehicle models.” According to Wired, Apple created patches for affected third-party devices” as well, but a cybersecurity expert tells the outlet that Apple doesn’t directly control the patching process of third-party devices. Apple didn’t immediately respond to The Verge’s request for comment.",The Verge
